,ampds_card,hour,callsign,count,proportion
857,30,14,CC72,11,0.1048
858,30,14,H70,59,0.5619
859,30,14,H71,25,0.2381
860,30,15,CC70,6,0.0571
861,30,15,CC71,3,0.0286
862,30,15,CC72,9,0.0857
863,30,15,H70,53,0.5048
864,30,15,H71,34,0.3238
865,30,16,CC70,13,0.1688
866,30,16,CC71,3,0.039
867,30,16,CC72,7,0.0909
868,30,16,H70,38,0.4935
869,30,16,H71,16,0.2078
870,30,17,CC70,3,0.0682
871,30,17,CC71,1,0.0227
872,30,17,CC72,3,0.0682
873,30,17,H70,28,0.6364
874,30,17,H71,9,0.2045
875,30,18,CC70,5,0.1111
876,30,18,CC71,2,0.0444
877,30,18,H70,31,0.6889
878,30,18,H71,7,0.1556
879,30,19,CC70,5,0.1667
880,30,19,CC72,1,0.0333
881,30,19,H70,24,0.8
882,30,20,CC70,6,0.2727
883,30,20,H70,16,0.7273
884,30,21,CC70,5,0.3846
885,30,21,CC72,1,0.0769
886,30,21,H70,7,0.5385
887,30,22,CC70,4,0.4
888,30,22,H70,6,0.6
889,30,23,CC70,4,0.4
890,30,23,H70,5,0.5
891,30,23,H71,1,0.1
892,31,0,CC70,3,0.5
893,31,0,H70,3,0.5
894,31,1,CC70,2,1.0
895,31,6,CC70,2,0.6667
896,31,6,H70,1,0.3333
897,31,7,CC70,4,0.1739
898,31,7,CC72,3,0.1304
899,31,7,H70,12,0.5217
900,31,7,H71,4,0.1739
901,31,8,CC70,2,0.0909
902,31,8,CC72,2,0.0909
903,31,8,H70,15,0.6818
904,31,8,H71,3,0.1364
905,31,9,CC70,7,0.1667
906,31,9,CC71,3,0.0714
907,31,9,CC72,2,0.0476
908,31,9,H70,20,0.4762
909,31,9,H71,10,0.2381
910,31,10,CC70,4,0.0816
911,31,10,CC71,4,0.0816
912,31,10,CC72,7,0.1429
913,31,10,H70,21,0.4286
914,31,10,H71,13,0.2653
915,31,11,CC70,1,0.0227
916,31,11,CC71,5,0.1136
917,31,11,CC72,5,0.1136
918,31,11,H70,25,0.5682
919,31,11,H71,8,0.1818
920,31,12,CC70,5,0.119
921,31,12,CC71,2,0.0476
922,31,12,CC72,9,0.2143
923,31,12,H70,14,0.3333
924,31,12,H71,12,0.2857
925,31,13,CC70,4,0.1
926,31,13,CC71,1,0.025
927,31,13,CC72,7,0.175
928,31,13,H70,16,0.4
929,31,13,H71,12,0.3
930,31,14,CC70,3,0.0638
931,31,14,CC71,4,0.0851
932,31,14,CC72,5,0.1064
933,31,14,H70,21,0.4468
934,31,14,H71,14,0.2979
935,31,15,CC70,2,0.0571
936,31,15,CC71,1,0.0286
937,31,15,CC72,4,0.1143
938,31,15,H70,18,0.5143
939,31,15,H71,10,0.2857
940,31,16,CC70,4,0.1212
941,31,16,CC71,4,0.1212
942,31,16,CC72,3,0.0909
943,31,16,H70,14,0.4242
944,31,16,H71,8,0.2424
945,31,17,CC70,6,0.1765
946,31,17,CC71,1,0.0294
947,31,17,CC72,1,0.0294
948,31,17,H70,21,0.6176
949,31,17,H71,5,0.1471
950,31,18,CC70,5,0.1852
951,31,18,CC72,1,0.037
952,31,18,H70,20,0.7407
953,31,18,H71,1,0.037
954,31,19,CC70,10,0.4167
955,31,19,CC71,1,0.0417
956,31,19,H70,13,0.5417
957,31,20,CC70,8,0.4706
958,31,20,H70,9,0.5294
959,31,21,CC70,6,0.3529
960,31,21,CC71,1,0.0588
961,31,21,CC72,1,0.0588
962,31,21,H70,9,0.5294
963,31,22,CC70,9,0.6429
964,31,22,H70,5,0.3571
965,31,23,CC70,3,0.4286
966,31,23,CC71,1,0.1429
967,31,23,H70,3,0.4286
